,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
260,,,Brzostek,80,,Brzostek,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,Brzozie,73,,Brzozie,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,Brzozie Lubawskie,85,,Brzozie Lubawskie,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,Brzozowa Gać,75,,Brzozowa Gać,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,Brzozów,80,,Brzozów,7836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,Brzuze,73,,Brzuze,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,Brzyska,80,,Brzyska,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,Brzyskorzystewko,73,,Brzyskorzystewko,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,Brzóstowa,84,,Brzóstowa,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,Brzóza Królewska,80,,Brzóza Królewska,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,Brzóza Stadnicka,80,,Brzóza Stadnicka,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,Brzączowice,77,,Brzączowice,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,Brójce,76,,Brójce,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,Brójce,74,,Brójce,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,Brąszewice,74,,Brąszewice,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,Buczek,74,,Buczek,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,Buczkowice,83,,Buczkowice,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,Budziska,83,,Budziska,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,Budziszewice,74,,Budziszewice,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,Budzyń,86,,Budzyń,4861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,Budzów,72,,Budzów,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,Budzów,77,,Budzów,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,Bujaków,83,,Bujaków,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,Buk,86,,Buk,6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,Bukowiec,73,,Bukowiec,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,Bukowiec Opoczyński,74,,Bukowiec Opoczyński,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,Bukowina Tatrzańska,77,,Bukowina Tatrzańska,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,Bukowno,77,,Bukowno,10874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,Bukowsko,80,,Bukowsko,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,Buków,77,,Buków,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,Bulkowo,78,,Bulkowo,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,Bulowice,77,,Bulowice,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,Burzenin,74,,Burzenin,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,Busko-Zdrój,84,,Busko-Zdrój,17095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,Bychawa,75,,Bychawa,5297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,Byczyna,79,,Byczyna,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,Bydgoszcz,73,,Bydgoszcz,366452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,Bystra,83,,Bystra,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,Bystra,77,,Bystra,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,Bystra,77,,Bystra,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,Bystra,83,,Bystra,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,Bystre,80,,Bystre,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,Bystrzyca,75,,Bystrzyca,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,Bystrzyca,72,,Bystrzyca,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,Bystrzyca,75,,Bystrzyca,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,Bystrzyca,80,,Bystrzyca,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,Bystrzyca Kłodzka,72,,Bystrzyca Kłodzka,10375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,Bytnica,76,,Bytnica,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,Bytom,83,,Bytom,189186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,Bytom Odrzański,76,,Bytom Odrzański,4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,Bytoń,73,,Bytoń,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,Bytów,82,,Bytów,16724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,Bądkowo,73,,Bądkowo,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,Bąków,83,,Bąków,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,Bębło,77,,Bębło,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,Bęczarka,77,,Bęczarka,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,Bęczyn,77,,Bęczyn,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,Będków,74,,Będków,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,Będzin,83,,Będzin,58236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,Będzino,87,,Będzino,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,Bładnice,83,,Bładnice,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,Błaszki,74,,Błaszki,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,Błażowa,80,,Błażowa,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,Błonie,78,,Błonie,12195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,Błonie,80,,Błonie,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,Błonie,77,,Błonie,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,Błonie,74,,Błonie,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,Błędów,78,,Błędów,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,Cedry Wielkie,82,,Cedry Wielkie,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,Cedynia,87,,Cedynia,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,Cegłów,78,,Cegłów,2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,Cekcyn,73,,Cekcyn,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,Celestynów,78,,Celestynów,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,Ceranów,78,,Ceranów,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
