,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
177,,,Genk,VLG,,Genk,63666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,Gent,VLG,,Gent,231493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,Geraardsbergen,VLG,,Geraardsbergen,30807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,Gerpinnes,WAL,,Gerpinnes,11977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,Gesves,WAL,,Gesves,6150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,Gingelom,VLG,,Gingelom,7930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,Gistel,VLG,,Gistel,11084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,Glabbeek,VLG,,Glabbeek,5070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,Gooik,VLG,,Gooik,8957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,Gouvy,WAL,,Gouvy,4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,Grez-Doiceau,WAL,,Grez-Doiceau,12367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,Grimbergen,VLG,,Grimbergen,33561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,Grobbendonk,VLG,,Grobbendonk,10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,Haacht,VLG,,Haacht,13541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,Haaltert,VLG,,Haaltert,17129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,Habay-la-Vieille,WAL,,Habay-la-Vieille,7704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,Halen,VLG,,Halen,8548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,Halle,VLG,,Halle,34479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,Hamme,VLG,,Hamme,22891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,Hamoir,WAL,,Hamoir,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,Hamois,WAL,,Hamois,6662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,Hannut,WAL,,Hannut,14129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,Harelbeke,VLG,,Harelbeke,25978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,Hasselt,VLG,,Hasselt,69222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,Hastière-Lavaux,WAL,,Hastière-Lavaux,5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,Havelange,WAL,,Havelange,4790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,Heers,VLG,,Heers,6689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,Heist-op-den-Berg,VLG,,Heist-op-den-Berg,37873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,Helchteren,VLG,,Helchteren,30050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,Hemiksem,VLG,,Hemiksem,9504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,Hemptinne,WAL,,Hemptinne,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,Hensies,WAL,,Hensies,6390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,Herbeumont,WAL,,Herbeumont,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,Herent,VLG,,Herent,19218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,Herentals,VLG,,Herentals,25912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,Herenthout,VLG,,Herenthout,8378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
