,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
112513,,,Saulkrasti,C5,,Saulkrasti,3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112512,,,Seda,D3,,Seda,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112511,,,Sigulda,C7,,Sigulda,10422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112510,,,Silene,07,,Silene,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112508,,,Skrunda,C9,,Skrunda,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112509,,,Skrīveri,C8,,Skrīveri,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112506,,,Smiltene,D1,,Smiltene,6108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112507,,,Smārde,62,,Smārde,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112505,,,Staicele,39,,Staicele,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112504,,,Stalbe,A4,,Stalbe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112503,,,Stende,28,,Stende,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112502,,,Strenči,D3,,Strenči,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112501,,,Subate,07,,Subate,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112500,,,Talsi,28,,Talsi,12022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112497,,,Tukums,29,,Tukums,18348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112499,,,Tērvete,D5,,Tērvete,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112498,,,Tīreļi,12,,Tīreļi,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112496,,,Ulbroka,D2,,Ulbroka,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112495,,,Vaiņode,D7,,Vaiņode,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112494,,,Valdemārpils,28,,Valdemārpils,1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112493,,,Valka,30,,Valka,6589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112481,,,Valmiera,31,,Valmiera,26963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112492,,,Vangaži,70,,Vangaži,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112491,,,Varakļāni,E1,,Varakļāni,2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112490,,,Vecpiebalga,E3,,Vecpiebalga,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112487,,,Vecumnieki,E4,,Vecumnieki,2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112489,,,Vecvārkava,E2,,Vecvārkava,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112488,,,Ventspils,32,,Ventspils,42644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112486,,,Viesīte,E6,,Viesīte,2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112484,,,Viļaka,E7,,Viļaka,1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112485,,,Viļāni,E8,,Viļāni,3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112483,,,Zelmeņi,D5,,Zelmeņi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112482,,,Zilupe,E9,,Zilupe,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112619,,,Ādaži,34,,Ādaži,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112592,,,Ēdole,15,,Ēdole,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112590,,,Ērgļi,63,,Ērgļi,2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112569,,,Ķegums,79,,Ķegums,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112568,,,Ķekava,80,,Ķekava,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
