,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
796,,,Urra,16,,Urra,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,Urzelina,23,,Urzelina,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,,,Vagos,02,,Vagos,4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,Vairão,17,,Vairão,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,,,Valadares,17,,Valadares,9255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,,,Valado de Frades,13,,Valado de Frades,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,,,Valbom,17,,Valbom,14443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,,,Vale da Amoreira,16,,Vale da Amoreira,10828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,,Vale de Cambra,02,,Vale de Cambra,7649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,Vale de Figueira,18,,Vale de Figueira,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,Vale de Santarém,18,,Vale de Santarém,2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,Valenza,20,,Valenza,14172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,,,Valença,20,,Valença,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,,,Vales do Rio,06,,Vales do Rio,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,,,Valongo,02,,Valongo,5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,,Valongo,17,,Valongo,21328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,Valpaços,21,,Valpaços,4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,Velas,23,,Velas,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
