,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
162751,,,Lučenec,01,,Lučenec,28159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162750,,,Lúčky,08,,Lúčky,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162749,,,Malacky,02,,Malacky,17773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162748,,,Marianka,02,,Marianka,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162747,,,Martin,08,,Martin,54618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162665,,,Medzev,03,,Medzev,3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162664,,,Medzilaborce,05,,Medzilaborce,6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162663,,,Michalovce,03,,Michalovce,40360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162746,,,Modra,02,,Modra,8536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162662,,,Moldava nad Bodvou,03,,Moldava nad Bodvou,9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162745,,,Myjava,06,,Myjava,13142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162744,,,Mýto pod Ďumbierom,01,,Mýto pod Ďumbierom,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162742,,,Nemšová,06,,Nemšová,6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162741,,,Nitra,04,,Nitra,86329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162740,,,Nižná,08,,Nižná,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162739,,,Nová Baňa,01,,Nová Baňa,7505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162738,,,Nová Dubnica,06,,Nová Dubnica,12358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,,,Nová Lesná,05,,Nová Lesná,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162737,,,Nováky,06,,Nováky,4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162736,,,Nové Mesto nad Váhom,06,,Nové Mesto nad Váhom,21527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162735,,,Nové Zámky,04,,Nové Zámky,42044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162743,,,Námestovo,08,,Námestovo,8135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162799,,,Oravská Lesná,08,,Oravská Lesná,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162734,,,Oravský Podzámok,08,,Oravský Podzámok,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162732,,,Partizánske,06,,Partizánske,24370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162731,,,Pezinok,02,,Pezinok,21343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162730,,,Piešťany,07,,Piešťany,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162660,,,Podolínec,05,,Podolínec,3173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162729,,,Poltár,01,,Poltár,6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162659,,,Poprad,05,,Poprad,57431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162728,,,Považská Bystrica,06,,Považská Bystrica,43936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162658,,,Prešov,05,,Prešov,94718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162727,,,Pribylina,08,,Pribylina,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162726,,,Prievidza,06,,Prievidza,52987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162733,,,Párnica,08,,Párnica,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162725,,,Púchov,06,,Púchov,18833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162724,,,Rajec,08,,Rajec,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162657,,,Revúca,01,,Revúca,13466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162656,,,Rimavská Sobota,01,,Rimavská Sobota,25235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162655,,,Rožňava,03,,Rožňava,19261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162723,,,Ružomberok,08,,Ružomberok,30806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162654,,,Sabinov,05,,Sabinov,12290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162719,,,Senec,02,,Senec,14673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162718,,,Senica,07,,Senica,21741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162653,,,Sečovce,03,,Sečovce,7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162717,,,Skalica,07,,Skalica,15013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
